S.No.,Jokes
350,I don't volunteer my time to worthy causes but I do always whisper "you're doing great" when a waiter is describing the specials to me
351,Here's a tip: When making sad face emoticons, use :( If you use ): that means your mouth fell off and a frisbee is lodged in your forehead
352,The hardest part of Hypochondriacs Anonymous is admitting you don't have a problem.
353,*pulls knife out of back* *selfies with it*
354,The grass looks greener on the other side because it's fertilized with bullshit.
355,I'm not sure if this woman in the Starbucks line ahead of me is ordering a drink or casting a spell.
356,What's the smallest amount of money you would reach into a toilet to get? Mine is a skittle.
357,I want to sleep my way to the top. Like with actual sleep. Wake me when I've conquered.
358,kids can't play outside b/c of the miniscule chance they'll be kidnapped. at age 16 they get keys to a 2000-pound machine powered by fire
359,Dear @Ford what about an f-150 you could drive standing up in the bed like the truck was a boat
360,whoever thinks money doesn't bring happiness, transfer it to my account.
361,I am a Renaissance Man in the sense that I'll probably die young of a horrible disease while great discoveries are made around me.
362,Walmart has an alarming amount of security camera video with me humping stuff with a swimming pool noodle.
363,no one knows where the sky starts. "here?" wonders one scientist, her hand just above her head. "how about here" says another, crouching.
364,The key to Simon & Garfunkel's success was that one was big and one was small. Before, duos were always the same size. They changed the game
365,Apparently, saying "make it a double" followed by an awkward wink doesn't work at the pharmacy.
366,[Hostage situation] Um I don't want to be "that hostage", but I just want to let you know I have a gluten allergy.
367,Get rich or die of poverty-related causes
368,If you're not saying "you're an idiot" a few times during any interaction with me, you're not truly appreciating the depth of who I am.
369,You made an imprint on my heart like a big butt on a memory foam mattress.
370,Moist people aren't offended by the occasional typo.
371,Welcome to Feng Shui Club, and I'm very happy to accept the position of the chair.
372,A good listener always watches you speak, makes eye contact and never lets on he's thinking about something else.
373,The reason cats are so pissy is they're God's perfect killing machines but they only weigh 8lbs and we keep picking them up and kissing them
374,I'd make a great housewife. I'd boil you a chicken every night. I'd boil you so many meats.
375,deleted scenes are rarely worth the time but on Honey I Shrunk the Kids check out one where the dad thinks he's alone and starts jerking it
376,Didn't know which glass of beer was mine so I drank both. I'm a problem solver.
377,How do animals in children's books always have nicer houses than mine when they don't have jobs & all they do all day is learn life lessons?
378,Hi college freshmen! I hope when you selected bedding for your dorm room you asked yourself, "Can I see myself throwing up on this pattern?"
379,Just walked FACE FIRST into a spider's web on my porch. Shoutout to my neighbors who now think I love showing off my frantic break dancing.
380,Why can't I eat just one cookie and be happy???
381,After a few days with family, a padded cell with WiFi sounds like the perfect getaway.
382,A Sasquatch is like a regular quatch that snaps it fingers and says stuff like "OH NO YOU DIT INT!"
383,I really wanted my kid to be a kid so I gave birth directly into the ball pit at Chuck E. Cheese's.
384,Before Calling Me, ask yourself "Is This Textable?"
385,If you're havin AutoCorrect problems I feel bad for you son. I got 99 parabolas bit s butch Saint omg.
386,My wife's favorite position was cat style. She'd sit 3 feet away from me. No matter how many times I called her, she wouldn't come near me
387,Whenever I watch a home invasion thriller, I'm mostly terrified by how I'll never be able to afford to own a home.
388,what's going on with people who are mad at movies that last longer than 90 minutes but happily watch an entire season of TV in one day
389,what am i doing with [borat voice] my liiiiiiiiiife
390,how come paul simon gets all the first names and art garfunkel just gets random words
391,Sometimes I find myself feeling hopeful for the future of the human race but then I remember there are grown men who like My Little Pony.
392,i wonder how many of the men who stormed the beaches of normandy on d-day in world war 2 had their bellybuttons pierced
393,If a stranger catches you taking their photo, let them know it's okay by softly saying, "Don't worry, this is just for me"
394,Just saw a woman with a Banksy tattoo. She must be a really deep sleeper!
395,Apple announces iPhone bug that allows it to be hacked with a single click, in a 'more intuitive and natural way than an Android bug'.
396,If human civilization had a narrator it would just be some guy repeating "Little did they know..." over and over and over.
397,If I ever had a one night stand and the guy texted me the next day and said "nice to meat you"... I'd marry him.
398,The phrase "watching paint dry" should be replaced with "listening to people talk about brewing their own beer."
399,Instead of "In God We Trust" written on our money, we should have "In Money We Trust" written on our bibles.
400,All I want is to live well and to die in a manner so bizarre and gruesome it can only be described with a German word.
401,I love dying from sneezing 11 times in a row and being defibrillated back to life with a 12th
402,If by "physically fit" you mean that I am going to physically fit this entire cupcake into my mouth then yes.
403,If you're nervous about speaking in public just imagine everyone holding a meatball sub. Even if you're not nervous picture it. It's amazing
